country,year,gdpPercap,lifeExp,pop,continent
Ethiopia,1930,860.99929,34.04,17437296.0,Africa
Finland,1930,5675.65407,54.64,3439140.0,Europe
Fiji,1930,2216.84371,35.11,211101.0,Other
France,1930,9647.27646,57.35,40657865.0,Europe
"Micronesia, Fed. Sts.",1930,1041.64945,30.43,28696.0,Other
Gabon,1930,2251.28528,39.58,360534.0,Africa
UK,1930,11582.34064,61.04,46040953.0,Other
Georgia,1930,1985.09227,35.81,2900340.0,Other
Ghana,1930,2354.39485,34.03,3666801.0,Africa
Guinea,1930,642.05967,34.9,2190129.0,Africa
Gambia,1930,1113.95658,43.63,222820.0,Africa
Guinea-Bissau,1930,622.03417,28.09,397586.0,Africa
Equatorial Guinea,1930,867.4708,33.2,132133.0,Africa
Greece,1930,4806.27741,52.3,6411897.0,Europe
Grenada,1930,2041.90002,45.49,78646.0,Other
Guatemala,1930,3780.65333,26.21,1856236.0,Americas
Guyana,1930,3956.93247,38.2,303753.0,Other
Honduras,1930,3207.74613,33.4,1023510.0,Americas
Croatia,1930,3844.44178,41.04,3250833.0,Europe
Haiti,1930,1920.74658,32.99,2544840.0,Americas
Hungary,1930,5117.43679,50.07,8610718.0,Europe
Indonesia,1930,2275.60342,36.12,52832167.0,Asia
India,1930,1545.11335,34.62,320229338.0,Asia
Ireland,1930,6167.09894,58.18,2958544.0,Europe
Iran,1930,2420.65978,25.34,12448322.0,Asia
Iraq,1930,2175.78814,46.98,3931643.0,Asia
Iceland,1930,5791.83804,60.52,108490.0,Europe
Israel,1930,2860.76412,35.56,590297.0,Asia
Italy,1930,6184.45976,55.29,40158954.0,Europe
Jamaica,1930,1502.88789,45.36,1024765.0,Americas
Jordan,1930,2689.17915,38.32,233807.0,Asia
Japan,1930,4452.38368,46.92,66267930.0,Asia
Kazakhstan,1930,3637.92838,37.36,5546927.0,Other
Kenya,1930,1499.70812,27.77,4163524.0,Africa
Kyrgyz Republic,1930,2550.70018,32.55,1447091.0,Other
Cambodia,1930,988.68423,39.08,2785724.0,Asia
Kiribati,1930,1391.53683,26.13,34058.0,Other
South Korea,1930,2186.1284,32.84,13224171.0,Other
Kuwait,1930,2487.93965,31.2,125050.0,Asia
Lao,1930,1154.33857,31.3,876883.0,Other
Lebanon,1930,3912.08303,29.46,925910.0,Asia
Liberia,1930,1907.73732,34.91,665783.0,Africa
Libya,1930,1938.54371,39.36,761003.0,Africa
St. Lucia,1930,1229.28865,35.45,70711.0,Other
Sri Lanka,1930,2692.2632,40.3,5886036.0,Asia
Lesotho,1930,767.18621,39.64,393328.0,Africa
Lithuania,1930,5211.06768,55.47,2292859.0,Other
Luxembourg,1930,10932.60853,57.61,297698.0,Other
Latvia,1930,3695.08347,62.49,1871424.0,Other
Morocco,1930,2101.71609,32.51,6440169.0,Africa
Moldova,1930,2404.6439,35.48,2085798.0,Other
Madagascar,1930,1336.34341,33.82,2867484.0,Africa
Maldives,1930,1639.93016,30.27,72991.0,Other
Mexico,1930,2982.05542,36.24,16681704.0,Americas
North Macedonia,1930,2587.84592,39.55,1046510.0,Other
Mali,1930,945.08337,32.7,3480983.0,Africa
Malta,1930,2476.58119,54.28,229526.0,Other
Myanmar,1930,1881.4342,31.93,13235843.0,Asia
Montenegro,1930,2141.70507,48.19,453662.0,Europe
Mongolia,1930,672.06439,29.4,745840.0,Asia
Mozambique,1930,565.23828,38.74,4300833.0,Africa
Mauritania,1930,800.24331,38.76,476257.0,Africa
Mauritius,1930,3341.36542,29.99,424784.0,Africa
Malawi,1930,685.08483,28.97,2143118.0,Africa
Malaysia,1930,4203.99035,30.52,4154695.0,Asia
Namibia,1930,3649.55992,41.71,347830.0,Africa
Niger,1930,1102.43122,32.37,1908979.0,Africa
Nigeria,1930,1467.56094,37.24,26802422.0,Africa
Nicaragua,1930,2999.41624,31.74,829594.0,Americas
Netherlands,1930,11926.88623,64.83,7875175.0,Europe
Norway,1930,7720.22498,64.31,2806164.0,Europe
Nepal,1930,1119.19742,36.79,5341830.0,Asia
New Zealand,1930,10558.05201,60.98,1481079.0,Oceania
Oman,1930,849.19267,36.46,430886.0,Asia
Pakistan,1930,1592.35943,35.07,24787284.0,Asia
Panama,1930,3294.55025,38.31,503889.0,Americas
Peru,1930,3540.27269,32.01,5482115.0,Americas
Philippines,1930,2941.99198,34.36,11740585.0,Asia
Papua New Guinea,1930,1115.09909,43.33,592835.0,Other
Poland,1930,4244.05379,49.44,27378955.0,Europe
North Korea,1930,2304.98328,22.93,8029071.0,Other
Portugal,1930,3343.96183,41.3,6778664.0,Europe
Paraguay,1930,3638.17278,34.26,898482.0,Americas
Palestine,1930,2880.09413,36.21,463157.0,Other
Qatar,1930,2312.99596,35.87,19847.0,Other
Romania,1930,2049.9127,40.61,14120190.0,Europe
Russia,1930,3452.9926,41.29,85862592.0,Other
Rwanda,1930,1129.51146,29.7,1558536.0,Africa
Saudi Arabia,1930,2334.57739,37.58,1408760.0,Asia
Sudan,1930,1112.35481,33.02,5632352.0,Africa
Senegal,1930,1670.18884,30.68,1850400.0,Africa
Singapore,1930,4071.781,41.47,578009.0,Asia
Solomon Islands,1930,897.42107,23.76,98307.0,Other
Sierra Leone,1930,1423.34796,30.14,1457396.0,Africa
El Salvador,1930,2226.19184,29.98,1601594.0,Americas
Somalia,1930,1159.16888,36.58,1750965.0,Africa
Serbia,1930,3417.74131,40.7,3983462.0,Europe
South Sudan,1930,1145.72545,41.14,2268700.0,Other
Sao Tome and Principe,1930,1425.49836,28.2,60663.0,Africa
Suriname,1930,5347.13385,38.64,142724.0,Other
Slovak Republic,1930,5876.61258,49.77,3197900.0,Europe
Slovenia,1930,5922.77731,42.5,1215865.0,Europe
Sweden,1930,9020.95134,63.35,6143120.0,Europe
Eswatini,1930,829.19567,33.94,183291.0,Other
Seychelles,1930,2395.33307,54.45,31198.0,Other
Syria,1930,3673.00084,34.97,2708227.0,Asia
Chad,1930,894.07374,36.24,1906292.0,Africa
Togo,1930,1152.07641,38.93,1018879.0,Africa
Thailand,1930,1695.7278,31.76,12574051.0,Asia
Tajikistan,1930,1984.07264,30.48,1256283.0,Other
Turkmenistan,1930,2587.69266,30.87,1045394.0,Other
Timor-Leste,1930,901.42741,37.56,432595.0,Other
Tonga,1930,1481.01185,35.87,31414.0,Other
Trinidad and Tobago,1930,5182.99227,45.17,418431.0,Americas
Tunisia,1930,2091.73763,33.6,2613039.0,Africa
Turkey,1930,2136.71682,37.75,14837521.0,Europe
Tanzania,1930,796.28384,33.76,5514158.0,Africa
Uganda,1930,1139.13716,28.35,4154162.0,Africa
Ukraine,1930,2141.51202,47.9,30973256.0,Other
Uruguay,1930,7945.91569,39.11,1732332.0,Americas
USA,1930,14282.61653,59.72,124406787.0,Other
Uzbekistan,1930,1646.83651,37.14,5130228.0,Other
St. Vincent and the Grenadines,1930,2434.52173,35.43,44653.0,Other
Venezuela,1930,3903.51455,35.0,3592400.0,Americas
Vietnam,1930,1478.46884,32.34,17709199.0,Asia
Vanuatu,1930,1332.77712,27.6,58113.0,Other
Samoa,1930,3148.98642,29.26,59137.0,Other
Yemen,1930,1700.04382,30.03,3801545.0,Other
South Africa,1930,3007.42893,38.75,8789552.0,Africa
Zambia,1930,1059.41382,35.13,1679951.0,Africa
Zimbabwe,1930,1097.73827,36.66,1874692.0,Africa
Afghanistan,1931,1200.9445,39.73,6736411.0,Asia
Angola,1931,1238.08882,37.57,3356933.0,Africa
Albania,1931,1282.88413,35.93,999925.0,Europe
UAE,1931,2266.25528,41.06,62362.0,Other
Argentina,1931,7901.84591,55.5,11989276.0,Americas
Armenia,1931,2430.44725,34.27,1146184.0,Other
Antigua and Barbuda,1931,2933.97929,41.91,31719.0,Other
Australia,1931,9268.00923,65.69,6412429.0,Oceania
Austria,1931,6999.08305,56.4,6690212.0,Europe
Azerbaijan,1931,2016.31872,26.8,2599874.0,Other
Burundi,1931,717.50433,32.93,1663941.0,Africa
Belgium,1931,10345.71578,58.73,8067061.0,Europe
Benin,1931,1776.09168,38.85,1664308.0,Africa
Burkina Faso,1931,962.85993,33.63,3232384.0,Africa
Bangladesh,1931,1237.16191,27.12,31623688.0,Asia
Bulgaria,1931,2734.99754,48.56,6078918.0,Europe
Bahrain,1931,2327.18526,36.1,119922.0,Asia
Bahamas,1931,6922.96251,43.04,70146.0,Other
Bosnia and Herzegovina,1931,2329.33631,40.16,2315791.0,Europe
Belarus,1931,2603.7786,50.06,6004777.0,Other
Belize,1931,1889.65894,38.64,53602.0,Other
Bolivia,1931,2724.31395,30.36,2678214.0,Americas
Brazil,1931,1728.06973,31.02,34156307.0,Americas
Barbados,1931,3624.07205,41.72,175142.0,Other
Brunei,1931,4039.73025,40.19,32299.0,Other
Bhutan,1931,1064.35207,33.64,248688.0,Other
Botswana,1931,617.15228,37.68,284719.0,Africa
Central African Republic,1931,1208.47852,37.75,1102194.0,Africa
Canada,1931,8522.82923,60.54,10328369.0,Americas
Switzerland,1931,13427.9298,61.29,4059524.0,Europe
Chile,1931,5213.58905,36.07,4715060.0,Americas
China,1931,1355.47974,40.92,485293993.0,Asia
Cote d'Ivoire,1931,788.84102,39.18,1996939.0,Africa
Cameroon,1931,1133.58544,30.88,3258152.0,Africa
"Congo, Dem. Rep.",1931,843.79573,35.21,9335332.0,Africa
"Congo, Rep.",1931,1381.73413,33.08,614963.0,Africa
Colombia,1931,3082.21402,35.3,8092331.0,Americas
Comoros,1931,756.76997,34.89,140542.0,Africa
Cape Verde,1931,1200.98628,38.27,183191.0,Other
Costa Rica,1931,3353.30997,43.43,545157.0,Americas
Cuba,1931,2347.71761,46.88,4002431.0,Americas
Cyprus,1931,3365.67391,46.26,356957.0,Other
Czech Republic,1931,6452.55476,55.8,10702000.0,Europe
Germany,1931,7773.6429,59.58,66645886.0,Europe
Djibouti,1931,2634.84899,37.77,49451.0,Africa
Denmark,1931,11407.39695,62.09,3575285.0,Europe
Dominican Republic,1931,1444.29178,35.87,1307171.0,Americas
Algeria,1931,2676.52586,36.0,6627660.0,Africa
Ecuador,1931,2576.07922,34.31,2088397.0,Americas
Egypt,1931,2085.34276,34.32,14429224.0,Africa
Eritrea,1931,986.89608,32.56,650271.0,Africa
Spain,1931,5050.66439,49.22,23673306.0,Europe
Estonia,1931,5065.28121,60.03,1121794.0,Other
Ethiopia,1931,859.40189,34.09,17437296.0,Africa
Finland,1931,5494.03314,55.06,3466811.0,Europe
Fiji,1931,2263.58439,36.29,216594.0,Other
France,1931,9015.60955,57.42,40726917.0,Europe
"Micronesia, Fed. Sts.",1931,1063.01662,31.43,28834.0,Other
Gabon,1931,2320.32469,39.7,365002.0,Africa
UK,1931,10937.31925,60.26,46142144.0,Other
Georgia,1931,2005.16061,34.91,2926955.0,Other
Ghana,1931,2409.14822,34.67,3719571.0,Africa
Guinea,1931,644.58195,34.97,2223357.0,Africa
Gambia,1931,1124.22872,43.82,226027.0,Africa
Guinea-Bissau,1931,621.02273,28.34,403307.0,Africa
Equatorial Guinea,1931,878.20978,33.24,133770.0,Africa
Greece,1931,4543.19415,52.5,6492796.0,Europe
Grenada,1931,2049.9127,46.23,79832.0,Other
Guatemala,1931,3448.12678,26.21,1888568.0,Americas
Guyana,1931,4021.03397,38.87,306046.0,Other
Honduras,1931,3207.74613,33.74,1046733.0,Americas
Croatia,1931,3653.53462,41.76,3279453.0,Europe
Haiti,1931,1935.10348,33.04,2577857.0,Americas
Hungary,1931,4827.64458,50.75,8676714.0,Europe
Indonesia,1931,2093.98249,36.75,53568806.0,Asia
India,1931,1513.0626,35.22,324176036.0,Asia
Ireland,1931,6326.01725,58.31,2912468.0,Europe
Iran,1931,2471.27905,25.33,12746961.0,Asia
Iraq,1931,2207.39524,47.18,3958371.0,Asia
Iceland,1931,5676.98951,61.13,109637.0,Europe
Israel,1931,3242.67613,35.61,611535.0,Asia
Italy,1931,6060.26309,54.87,40500907.0,Europe
Jamaica,1931,1515.52111,42.75,1043005.0,Americas
Jordan,1931,2726.40635,38.41,235875.0,Asia
Japan,1931,4435.02286,47.25,67152901.0,Asia
Kazakhstan,1931,3674.04282,16.71,5597829.0,Other
Kenya,1931,1439.61296,28.07,4226692.0,Africa
Kyrgyz Republic,1931,2606.8686,26.92,1460370.0,Other
Cambodia,1931,990.85716,39.13,2794512.0,Asia
Kiribati,1931,1439.61296,26.15,34222.0,Other
South Korea,1931,2164.76123,33.51,13404271.0,Other
Kuwait,1931,2282.28066,31.26,126112.0,Asia
Lao,1931,1142.87542,31.29,873752.0,Other
Lebanon,1931,3967.03267,29.46,943264.0,Asia
Liberia,1931,1913.47775,34.96,675365.0,Africa
Libya,1931,1944.70869,39.44,770645.0,Africa
St. Lucia,1931,1248.25383,36.27,71778.0,Other
Sri Lanka,1931,2561.38929,44.5,5931312.0,Asia
Lesotho,1931,770.79443,39.72,401394.0,Africa
Lithuania,1931,5043.78632,56.05,2301543.0,Other
Luxembourg,1931,11226.67498,58.42,299051.0,Other
Latvia,1931,3578.8099,63.37,1876603.0,Other
Morocco,1931,2142.84981,32.5,6537396.0,Africa
Moldova,1931,2427.70219,35.9,2104939.0,Other
Madagascar,1931,1364.79867,33.86,2908751.0,Africa
Maldives,1931,1658.62643,30.24,73718.0,Other
Mexico,1931,3028.7961,37.75,16951034.0,Americas
North Macedonia,1931,2476.43655,40.03,1055723.0,Other
Mali,1931,946.42136,32.78,3527600.0,Africa
Malta,1931,2463.34452,54.71,231738.0,Other
Myanmar,1931,1920.37425,31.94,13397895.0,Asia
Montenegro,1931,2049.51131,49.13,450658.0,Europe
Mongolia,1931,683.83779,29.37,747170.0,Asia
Mozambique,1931,565.99725,38.84,4362728.0,Africa
Mauritania,1931,805.43969,38.84,483111.0,Africa
Mauritius,1931,3409.01761,26.86,427177.0,Africa
Malawi,1931,839.9968,28.96,2173961.0,Africa
Malaysia,1931,4102.4963,31.66,4243859.0,Asia
Namibia,1931,3706.5843,41.82,354963.0,Africa
Niger,1931,1112.05343,32.39,1934544.0,Africa
Nigeria,1931,1476.6782,37.33,27213407.0,Africa
Nicaragua,1931,2765.71284,32.37,841715.0,Americas
Netherlands,1931,11037.47785,64.45,7976222.0,Europe
Norway,1931,7073.86814,64.34,2822980.0,Europe
Nepal,1931,1116.73835,36.84,5341089.0,Asia
New Zealand,1931,9525.7507,61.43,1500175.0,Oceania
Oman,1931,868.66606,36.51,431918.0,Asia
Pakistan,1931,1560.03548,35.59,25243975.0,Asia
Panama,1931,3182.37262,39.03,514426.0,Americas
Peru,1931,3201.06889,31.96,5570077.0,Americas
Philippines,1931,2895.2513,35.06,12002219.0,Asia
Papua New Guinea,1931,1121.77633,43.47,613199.0,Other
Poland,1931,3880.81193,49.74,27659490.0,Europe
North Korea,1931,2445.20532,23.26,8162573.0,Other
Portugal,1931,3472.16484,42.37,6861372.0,Europe
Paraguay,1931,3659.39754,34.25,919571.0,Americas
Palestine,1931,2856.38965,36.26,478175.0,Other
Qatar,1931,2084.63435,35.93,20015.0,Other
Romania,1931,2083.2989,41.12,14297746.0,Europe
Russia,1931,3458.90859,39.65,86655507.0,Other
Rwanda,1931,1139.88227,29.68,1580965.0,Africa
Saudi Arabia,1931,2418.95226,37.65,1421719.0,Asia
Sudan,1931,1134.30638,33.04,5657448.0,Africa
Senegal,1931,1708.65067,31.06,1877029.0,Africa
Singapore,1931,2999.41624,42.26,595840.0,Asia
Solomon Islands,1931,913.44644,23.74,96470.0,Other
Sierra Leone,1931,1411.48673,30.06,1478370.0,Africa
El Salvador,1931,1968.45037,30.75,1626877.0,Americas
Somalia,1931,1167.18157,36.67,1766354.0,Africa
Serbia,1931,3223.15311,41.38,4067470.0,Europe
South Sudan,1931,1168.33557,41.32,2278808.0,Other
Sao Tome and Principe,1931,1438.88904,28.16,60890.0,Africa
Suriname,1931,5433.93797,39.56,145003.0,Other
Slovak Republic,1931,5643.56238,50.24,3209758.0,Europe
Slovenia,1931,5615.97336,43.32,1226569.0,Europe
Sweden,1931,8789.91884,62.85,6166880.0,Europe
Eswatini,1931,829.63839,33.96,187049.0,Other
Seychelles,1931,2441.70537,54.74,31617.0,Other
Syria,1931,3734.70734,35.02,2746491.0,Asia
Chad,1931,902.80706,36.31,1929915.0,Africa
Togo,1931,1149.90678,39.03,1033542.0,Africa
Thailand,1931,1703.48462,33.25,12864583.0,Asia
Tajikistan,1931,2001.34213,25.23,1267812.0,Other
Turkmenistan,1931,2608.43383,25.29,1054987.0,Other
Timor-Leste,1931,902.76286,37.67,434345.0,Other
Tonga,1931,1498.37267,37.13,31904.0,Other
Trinidad and Tobago,1931,5311.67274,45.86,423223.0,Americas
Tunisia,1931,2104.97804,33.92,2652488.0,Africa
Turkey,1931,2228.86274,37.84,15041189.0,Europe
Tanzania,1931,801.2964,33.78,5593514.0,Africa
Uganda,1931,1149.82074,28.69,4217188.0,Africa
Ukraine,1931,2236.4203,49.01,31257486.0,Other
Uruguay,1931,6460.8975,40.41,1762132.0,Americas
USA,1931,13262.33424,60.42,125655935.0,Other
Uzbekistan,1931,1666.93343,31.26,5177306.0,Other
St. Vincent and the Grenadines,1931,2454.55345,36.34,45511.0,Other
Venezuela,1931,3878.14104,35.2,3636347.0,Americas
Vietnam,1931,1474.48952,32.51,17751833.0,Asia
Vanuatu,1931,1350.13794,27.64,57488.0,Other
Samoa,1931,3186.37896,29.31,60871.0,Other
Yemen,1931,1705.41521,30.11,3837329.0,Other
South Africa,1931,2841.83338,39.4,8969801.0,Africa
Zambia,1931,1074.57253,35.16,1704127.0,Africa
Zimbabwe,1931,1137.80171,36.69,1913136.0,Africa
Afghanistan,1932,1216.11888,39.88,6662618.0,Asia
Angola,1932,1276.82311,37.7,3404583.0,Africa
Albania,1932,1321.06089,36.78,1009231.0,Europe
UAE,1932,2101.99518,41.19,62892.0,Other
Argentina,1932,7497.20516,55.52,12228847.0,Americas
Armenia,1932,2397.86191,32.14,1156702.0,Other
Antigua and Barbuda,1932,3006.09348,42.74,32529.0,Other
Australia,1932,9715.38431,65.99,6480210.0,Oceania
Austria,1932,6257.9094,56.71,6696551.0,Europe
Azerbaijan,1932,1985.76844,24.87,2623732.0,Other
Burundi,1932,718.98677,32.95,1687560.0,Africa
Belgium,1932,9806.19478,58.81,8099128.0,Europe
Benin,1932,1792.41605,38.95,1687932.0,Africa
Burkina Faso,1932,965.26502,33.69,3271803.0,Africa
Bangladesh,1932,1236.13436,27.81,32157658.0,Asia
Bulgaria,1932,2594.77549,49.06,6149101.0,Europe
Bahrain,1932,2340.09166,36.17,119922.0,Asia
Bahamas,1932,7178.03308,43.85,71112.0,Other
Bosnia and Herzegovina,1932,2082.78184,40.68,2333226.0,Europe
Belarus,1932,2563.36908,40.96,6059881.0,Other
Belize,1932,1917.70335,39.22,54367.0,Other
Bolivia,1932,2509.30682,30.33,2709277.0,Americas
Brazil,1932,1752.1078,31.45,34856055.0,Americas
Barbados,1932,3667.47411,42.59,177037.0,Other
Brunei,1932,4712.79605,40.8,33217.0,Other
Bhutan,1932,1068.35841,33.69,248688.0,Other
Botswana,1932,618.99067,37.73,290512.0,Africa
Central African Republic,1932,1227.31894,37.85,1115635.0,Africa
Canada,1932,7815.04179,61.61,10454603.0,Americas
Switzerland,1932,13023.28905,61.28,4076859.0,Europe
Chile,1932,3939.57165,36.36,4792779.0,Americas
China,1932,1387.53049,41.48,487941510.0,Asia
Cote d'Ivoire,1932,789.04537,39.28,2025285.0,Africa
Cameroon,1932,1146.01092,30.91,3300391.0,Africa
"Congo, Dem. Rep.",1932,860.02257,35.25,9451241.0,Africa
"Congo, Rep.",1932,1414.3827,33.09,623692.0,Africa
Colombia,1932,3217.09427,35.95,8227759.0,Americas
Comoros,1932,753.79447,34.92,141530.0,Africa
Cape Verde,1932,1210.11926,38.32,186983.0,Other
Costa Rica,1932,3024.78975,43.92,556575.0,Americas
Cuba,1932,2175.44482,47.63,4078399.0,Americas
Cyprus,1932,3400.859,46.23,365242.0,Other
Czech Republic,1932,6157.85391,56.21,10750000.0,Europe
Germany,1932,7156.66591,59.99,67111929.0,Europe
Djibouti,1932,2714.51732,37.87,49866.0,Africa
Denmark,1932,11002.7562,62.95,3604227.0,Europe
Dominican Republic,1932,1475.43061,35.94,1347032.0,Americas
Algeria,1932,2688.13547,37.6,6736380.0,Africa
Ecuador,1932,2523.99675,34.33,2132303.0,Americas
Egypt,1932,2077.30082,32.75,14619201.0,Africa
Eritrea,1932,990.90243,32.59,655729.0,Africa
Spain,1932,5142.81031,51.17,23899393.0,Europe
Estonia,1932,5012.90505,62.06,1121814.0,Other
Ethiopia,1932,857.80449,34.15,17437296.0,Africa
Finland,1932,5428.59618,55.97,3492877.0,Europe
Fiji,1932,2311.66052,37.48,222405.0,Other
France,1932,8428.01243,57.76,40731550.0,Europe
"Micronesia, Fed. Sts.",1932,1084.38379,32.43,28974.0,Other
Gabon,1932,2395.36753,39.81,369453.0,Africa
UK,1932,10958.68642,60.79,46309109.0,Other
Georgia,1932,1975.05811,32.69,2953815.0,Other
Ghana,1932,2473.24973,35.29,3772368.0,Africa
Guinea,1932,647.11414,35.03,2255778.0,Africa
Gambia,1932,1134.50086,44.0,229235.0,Africa
Guinea-Bissau,1932,621.02273,28.59,409032.0,Africa
Equatorial Guinea,1932,886.56232,33.28,135402.0,Africa
Greece,1932,4873.04981,52.71,6578406.0,Europe
Grenada,1932,2059.26084,46.88,80958.0,Other
Guatemala,1932,2937.98563,26.21,1925774.0,Americas
Guyana,1932,4085.13548,39.55,308890.0,Other
Honduras,1932,2816.45986,34.07,1068687.0,Americas
Croatia,1932,3249.31791,42.46,3308324.0,Europe
Haiti,1932,1949.5677,33.09,2611101.0,Americas
Hungary,1932,4666.05537,51.42,8740944.0,Europe
Indonesia,1932,1977.79851,37.38,54358001.0,Asia
India,1932,1509.05626,35.69,328454523.0,Asia
Ireland,1932,6141.72542,58.44,2891431.0,Europe
Iran,1932,2522.95684,25.33,13012192.0,Asia
Iraq,1932,2239.46148,47.37,3976978.0,Asia
Iceland,1932,5433.93797,62.47,110792.0,Europe
Israel,1932,3707.5503,35.65,635470.0,Asia
Italy,1932,6145.73177,54.87,40843022.0,Europe
Jamaica,1932,1528.26051,44.26,1061938.0,Americas
Jordan,1932,2764.1489,38.49,236921.0,Asia
Japan,1932,4712.79605,47.57,68033591.0,Asia
Kazakhstan,1932,3622.27878,8.36,5649198.0,Other
Kenya,1932,1414.23945,28.4,4288326.0,Africa
Kyrgyz Republic,1932,2663.40671,19.15,1473771.0,Other
Cambodia,1932,993.03009,39.18,2810472.0,Asia
Kiribati,1932,1489.02454,26.16,34388.0,Other
South Korea,1932,2164.76123,34.19,13574432.0,Other
Kuwait,1932,2282.28066,31.33,127183.0,Asia
Lao,1932,1131.41228,31.29,875269.0,Other
Lebanon,1932,4022.75414,29.46,960943.0,Asia
Liberia,1932,1915.39123,35.01,684951.0,Africa
Libya,1932,1951.55867,39.52,780792.0,Africa
St. Lucia,1932,1267.21902,37.1,72878.0,Other
Sri Lanka,1932,2429.17994,46.64,5975595.0,Asia
Lesotho,1932,774.41961,39.81,409560.0,Africa
Lithuania,1932,4982.95674,56.63,2306849.0,Other
Luxembourg,1932,11527.98445,57.49,299781.0,Other
Latvia,1932,3538.03865,63.31,1881689.0,Other
Morocco,1932,2184.78858,32.49,6644635.0,Africa
Moldova,1932,2391.35044,36.32,2124255.0,Other
Madagascar,1932,1393.25394,33.9,2950039.0,Africa
Maldives,1932,1679.9936,30.21,74400.0,Other
Mexico,1932,2523.99675,38.45,17234776.0,Americas
North Macedonia,1932,2216.0777,40.5,1065017.0,Other
Mali,1932,947.76124,32.86,3574146.0,Africa
Malta,1932,2447.46052,55.14,234180.0,Other
Myanmar,1932,1892.32352,31.96,13570245.0,Asia
Montenegro,1932,1835.01125,50.08,447674.0,Europe
Mongolia,1932,694.63006,29.35,748503.0,Asia
Mozambique,1932,566.74314,38.95,4424654.0,Africa
Mauritania,1932,810.63608,38.93,489969.0,Africa
Mauritius,1932,3475.17153,32.49,429754.0,Africa
Malawi,1932,839.9968,28.94,2204818.0,Africa
Malaysia,1932,3728.57086,32.8,4334014.0,Asia
Namibia,1932,3764.90468,41.94,362184.0,Africa
Niger,1932,1121.67565,32.41,1960070.0,Africa
Nigeria,1932,1483.98654,37.41,27625359.0,Africa
Nicaragua,1932,2487.93965,32.98,856364.0,Americas
Netherlands,1932,10718.30577,65.55,8075057.0,Europe
Norway,1932,7379.68573,64.81,2839570.0,Europe
Nepal,1932,1114.28469,36.89,5340718.0,Asia
New Zealand,1932,9210.58496,61.88,1516729.0,Oceania
Oman,1932,888.13945,36.57,432953.0,Asia
Pakistan,1932,1554.56111,36.11,25709081.0,Asia
Panama,1932,3154.32821,39.76,527752.0,Americas
Peru,1932,3028.7961,31.92,5660090.0,Americas
Philippines,1932,2954.01101,35.75,12274861.0,Asia
Papua New Guinea,1932,1128.45357,43.62,639591.0,Other
Poland,1932,3529.58911,50.22,27887694.0,Europe
North Korea,1932,2453.218,23.59,8298296.0,Other
Portugal,1932,3497.53835,43.44,6945833.0,Europe
Paraguay,1932,3679.37378,34.23,941206.0,Americas
Palestine,1932,2735.49681,36.31,499111.0,Other
Qatar,1932,1878.97536,35.99,20185.0,Other
Romania,1932,1888.32349,41.64,14472237.0,Europe
Russia,1932,3381.10764,37.21,87455745.0,Other
Rwanda,1932,1150.31239,30.03,1603406.0,Africa
Saudi Arabia,1932,2506.37656,37.72,1434798.0,Asia
Sudan,1932,1156.13805,33.06,5682656.0,Africa
Senegal,1932,1748.65926,31.45,1903672.0,Africa
Singapore,1932,2609.46542,43.06,611977.0,Asia
Solomon Islands,1932,929.47182,23.72,95624.0,Other
Sierra Leone,1932,1400.94341,30.18,1499355.0,Africa
El Salvador,1932,1753.44324,31.53,1649848.0,Americas
Somalia,1932,1175.19425,36.76,1781179.0,Africa
Serbia,1932,2842.59386,42.07,4153250.0,Europe
South Sudan,1932,1190.82219,41.5,2288962.0,Other
Sao Tome and Principe,1932,1452.27971,28.13,61055.0,Africa
Suriname,1932,5522.07754,40.48,147513.0,Other
Slovak Republic,1932,5384.74783,50.71,3221660.0,Europe
Slovenia,1932,4978.9899,44.13,1237367.0,Europe
Sweden,1932,8446.7087,64.12,6189937.0,Europe
Eswatini,1932,830.99336,33.98,190855.0,Other
Seychelles,1932,2488.97541,55.03,32101.0,Other
Syria,1932,3797.4505,35.07,2785295.0,Asia
Chad,1932,912.63205,36.38,1953451.0,Africa
Togo,1932,1148.82196,39.12,1048212.0,Africa
Thailand,1932,1711.27693,34.75,13159300.0,Asia
Tajikistan,1932,1968.2549,18.01,1279446.0,Other
Turkmenistan,1932,2566.21656,17.58,1064669.0,Other
Timor-Leste,1932,905.43375,37.77,434246.0,Other
Tonga,1932,1514.39805,38.41,32409.0,Other
Trinidad and Tobago,1932,5444.33541,46.46,429102.0,Americas
Tunisia,1932,2118.30226,34.22,2695999.0,Africa
Turkey,1932,2060.59629,37.94,15279136.0,Europe
Tanzania,1932,806.34051,33.79,5672910.0,Africa
Uganda,1932,1139.13716,29.02,4278683.0,Africa
Ukraine,1932,2254.39311,39.66,31544323.0,Other
Uruguay,1932,5942.74367,41.71,1789445.0,Americas
USA,1932,11192.38982,61.12,126727702.0,Other
Uzbekistan,1932,1645.64468,23.13,5224816.0,Other
St. Vincent and the Grenadines,1932,2473.24973,37.25,46540.0,Other
Venezuela,1932,3518.90552,35.41,3683664.0,Americas
Vietnam,1932,1470.52092,32.68,17835099.0,Asia
Vanuatu,1932,1367.49877,27.68,56661.0,Other
Samoa,1932,3223.77151,29.36,62358.0,Other
Yemen,1932,1710.78659,30.2,3873451.0,Other
South Africa,1932,2733.66209,40.04,9152285.0,Africa
Zambia,1932,1089.94813,35.19,1728316.0,Africa
